,number,text,label
6782,6781.0, chaplain liberals fools,OFF
6783,6782.0, proving dog,OFF
6784,6783.0, president trump economy rising tide lifting boats especially true hispanics among biggest victims low growth high regulation economy obama hispanics flourishing trump economy votered maga,NOT
6785,6784.0, gif called,NOT
6786,6785.0, beautiful,NOT
6787,6786.0, also even accused OFFENSIVE,NOT
6788,6787.0, read flaming pile garbage wrote national review calls article liberals losing minds president investigated collusion foreign government nominating anyone supreme court appt,OFF
6789,6788.0, think disgusting money spent opinion need look closer home wear,NOT
6790,6789.0, antifa constantly OFFENSIVE,NOT
6791,6790.0, irrelevant,NOT
6792,6791.0, happyhappy birthday missy,NOT
6793,6792.0, awewww u falling back blocking people end days man going day one give month strip fascist antifa mugs like secrecy,NOT
6794,6793.0, feel emotion almost cry watch saying film nd time strong,NOT
6795,6794.0, governmental issues lady OFFENSIVE government uses portion taxes support planned parenthood offers abortions said really pro life stop supporting taxes help OFFENSIVE OFFENSIVE palestinians OFFENSIVE school children,OFF
6796,6795.0, reason getting life together lol,NOT
6797,6796.0, correct corbyn mcdonald would like old glc j mc,NOT
6798,6797.0, remember defending antifa member,NOT
6799,6798.0, amp granny still kinda mean times nice person tbh bit mean ummm maybe thats,NOT
6800,6799.0, food made mf good thank lol,NOT
6801,6800.0, disgusting dallas pd try find reason try drag man mud say save one wrong,OFF
6802,6801.0, oh please every network reporting OFFENSIVE obviously stop pretending fox political bigotry showing,OFF
6803,6802.0, antifa guess,NOT
6804,6803.0, call OFFENSIVE control,NOT
6805,6804.0, tired OFFENSIVE poor excuse conservatives pretty much synonymous bigot nowadays OFFENSIVE feel shame shame hypocrites feel,NOT
6806,6805.0, thinking antifa n OFFENSIVE type ideology wont argue though,NOT
6807,6806.0, steps pivot away china tpp trump pacific partnership tell us companies offshore countries ban products china include stolen intellectual property disclosing ip business china maga,NOT
6808,6807.0, idiots fringe right hated conservatives,OFF
6809,6808.0, careful know OFFENSIVE arm antifa going show try something,NOT
6810,6809.0, hey mary see profile followed one know twitter trying keep conservatives connecting stopthebias,NOT
6811,6810.0, OFFENSIVE mean get pristin,OFF
6812,6811.0, cut early would heard complaints smh,NOT
6813,6812.0, gt gt gt gt simcoe mountain range bruin busting beardown hunting,NOT
6814,6813.0, imagine two million spent security next royal wedding allocated elsewhere,NOT
6815,6814.0, sadiqkha says must remember children warzones include london mr mayor balloon substance mayoroflondon maga mbga mega mcga conservatives patriots,NOT
6816,6815.0, welcome know speak every one thinking good meeting place us,NOT
6817,6816.0, amusing sickening watch scientists twist knots justify OFFENSIVE control agenda gunsense dishonest,OFF
6818,6817.0, cult pointed brother fb followers love talk hate bash liberals referred right wing cult,NOT
6819,6818.0, brilliant,NOT
6820,6819.0, fake news term used rather word deception maga walkaway redtsunami,NOT
6821,6820.0,,NOT
6822,6821.0, epic moment sentences graaawrl wyvern breakfast guys OFFENSIVE healer babysit OFFENSIVE OFFENSIVE try dragon foolishness also need bury half body tank try get half stomach,OFF
6823,6822.0, liberals trying OFFENSIVE OFFENSIVE men time criminally charge jail liars try OFFENSIVE man,OFF
6824,6823.0, remember weeks ago coach maryland terps football squad sure parents thought thing coach capricorn OFFENSIVE head competent stephen smith,NOT
6825,6824.0, henry OFFENSIVE great def sickkidsinlove inspo love OFFENSIVE problem,OFF
6826,6825.0, judicial watch sues records fbi interviews demoted justice department official bruce ohr tcot maga rednationrising,OFF
6827,6826.0, lying stack OFFENSIVE,OFF
6828,6827.0, fighting OFFENSIVE one letter q qanon qarmy maga wethepeople followthewhiterabbit wwgwga spygate redwaverising enoughisenough walkaway OFFENSIVE,NOT
6829,6828.0, cuz OFFENSIVE OFFENSIVE smh,OFF
6830,6829.0, would point OFFENSIVE free speech like us hate speech laws people convicted skirts enough hint point room deny,OFF
6831,6830.0, another example go low go high lying liberals conservatives experts enduring escapades voting right person anyway predictable like dance,NOT
6832,6831.0, da na na na found josh OFFENSIVE life,NOT
6833,6832.0, amazing dems always ones hear whistle,OFF
6834,6833.0, cuz coming bruh,NOT
6835,6834.0, uhh cute know strong man man luv lol especially OFFENSIVE guess bc grow able hold mines short point worry fighting anymore,NOT
6836,6835.0, OFFENSIVE helmets would hotter,NOT
6837,6836.0, go straight OFFENSIVE never support another team,OFF
6838,6837.0, cute,NOT
6839,6838.0, always looking,NOT
6840,6839.0, hear mei knee due pressure exerted lol,NOT
6841,6840.0, bet OFFENSIVE control answer,NOT
6842,6841.0, trump fans bullies antifa steve scalise resists movement need get cnn msnbc,OFF
6843,6842.0, last one truest personality,NOT
6844,6843.0, sure lots folk actually liberals want sensible tory labour party vote well served political system atm,NOT
6845,6844.0, thank first lady service usa putting vile OFFENSIVE hoard everyday true patriot maga,NOT
6846,6845.0, documents must getting close crook,OFF
6847,6846.0, removed rest islamic invaders,OFF
6848,6847.0, following,NOT
6849,6848.0, need antifa outside confirm kavanaugh,NOT
6850,6849.0, expecting video,NOT
6851,6850.0, bitter hateful woman ruining,OFF
6852,6851.0, democrats want OFFENSIVE control say go range practice get better nra maga,NOT
6853,6852.0, OFFENSIVE sky world never seen group people utterly delusional amp denial liberals since trump guys need get sorry simply russiacollusion liberalismisamentaldisorder fisagate deepstateisreal,NOT
6854,6853.0, OFFENSIVE hope,NOT
6855,6854.0, especially liberals found buying bribing vote kavanaugh,NOT
6856,6855.0, love u jennifer first crush love,NOT
6857,6856.0, OFFENSIVE speed bandit,NOT
6858,6857.0, paycheck hurt feelings,NOT
6859,6858.0, would say serious case bias seen handiwork antifa seen dems like maxine waters calling trump officials harassed laughing could go kidding,NOT
6860,6859.0, portugal fluked way penalty OFFENSIVE outs cr play final,NOT
6861,6860.0, got love future democratic party though,NOT
6862,6861.0, thank president trump maga,NOT
6863,6862.0, maga wwgwga,NOT
6864,6863.0, OFFENSIVE control divorce though,NOT
6865,6864.0, met rain omg amazing person,NOT
6866,6865.0, trust lot armchair quarterbacks twitter makes mistakes human one five best managers game today,NOT
6867,6866.0, island dummy,NOT
6868,6867.0, illinois strict OFFENSIVE OFFENSIVE control let thugs gang bangers guns means lot OFFENSIVE,OFF
6869,6868.0, right total ocd right lol yeah totally gonna floss OFFENSIVE,OFF
6870,6869.0, g woulday monique son handsome guess going follow mom foot steps become forest pathologist lol,NOT
6871,6870.0, forgetting steve scalise shot left wing nut job pillars society known antifa beat ppl chains OFFENSIVE property ur de funk speaker maxine waters calling chaos etc chars watch something beside amp learn truth,NOT
6872,6871.0, michaelche guy thunks white repubs amp crackheads thank OFFENSIVE guess like OFFENSIVE money buddy good luck mike trying lavish style backs liberals,NOT
6873,6872.0, another falsehood think anyone wants abolish nd amendment growing majority want sensible OFFENSIVE control form better background checks banning OFFENSIVE rifles trump say anything rile base snake oil,OFF
6874,6873.0, congratulations great OFFENSIVE president great things together maga q wwgwga,NOT
6875,6874.0, OFFENSIVE help us,NOT
6876,6875.0, really dems behind OFFENSIVE mass murderers confrontations antifa wake,NOT
6877,6876.0, good news hope advertisers getting free ad space,NOT
6878,6877.0, throw race forget happened white women accused bill clinton OFFENSIVE allegations OFFENSIVE democrats rallied around liberals disgusting disgraceful human beings OFFENSIVE created,OFF
6879,6878.0, meant say time talk OFFENSIVE control,NOT
6880,6879.0, ask protesting certain convoluted answer,NOT
6881,6880.0, get boy pie stat,NOT
6882,6881.0, kanye cancel moment said slavery choice rock maga hat imwithsnoop,OFF
6883,6882.0, OFFENSIVE head man lost daughter,OFF
6884,6883.0, conservatives left frustrated congress passes big spending bills tcot,NOT
6885,6884.0, levistrauss ceo takes side OFFENSIVE control inevitable going alienate consumers,NOT
6886,6885.0, OFFENSIVE fry money imagine,OFF
6887,6886.0, wonder liberals realize much jihadis despise probably,NOT
6888,6887.0, aj nahin kal tum ko OFFENSIVE marna hy bad thinking,NOT
6889,6888.0, playing OFFENSIVE way liberals win point shameless,OFF
6890,6889.0, cant believe didnt work comet pizza alex jones muted conservatives lost,OFF
6891,6890.0, rich coming spokesperson organization blocks every commonsense OFFENSIVE control bill every one,NOT
6892,6891.0, one thing sure know write op ed dumber bucket rocks,OFF
6893,6892.0, cute get away,NOT
6894,6893.0, would love see circles would align pro life people OFFENSIVE control affordable health care cognitivedissonance,NOT
6895,6894.0, billionaire sorry romeo words add,NOT
6896,6895.0, frenkenstien needs pay every dime back stolen OFFENSIVE people disgrace senate people,OFF
6897,6896.0, joke,NOT
6898,6897.0, mru media OFFENSIVE mp crosses floor join conservatives via cdnpoli,NOT
6899,6898.0, look timeline ones proud OFFENSIVE white liberals like tell hispanic community see liberals offended minorities becareful people friend,NOT
6900,6899.0, OFFENSIVE venus,NOT
6901,6900.0, scale much laugh excuse besides plain OFFENSIVE,OFF
6902,6901.0, john kerry made answer meetings iran tcot maga rednationrising,NOT
6903,6902.0, fact newsweek longer tries give sides story instead gives side antifa far left liberals gods deepstatepanic take look newsweek circulation even enough readers put print edition anymore,OFF
6904,6903.0, let go said take away ammo talking OFFENSIVE control said maybe blurted mean proving leftist fine still like trust anymore,OFF
6905,6904.0, OFFENSIVE control,NOT
6906,6905.0, pretty good hope well friend tough season teams happens,NOT
6907,6906.0, defending antifa stance,NOT
6908,6907.0, remember republicans destroyed merrill garlands career neither dems liberals tolerate views disagree antifa great example,NOT
6909,6908.0, start get informed classes uninformed players,NOT
6910,6909.0, pic much plus nike much,NOT
6911,6910.0, liar,OFF
6912,6911.0, blue wave hysterical OFFENSIVE bluewaveofviolence,NOT
6913,6912.0, hollywood media make jokes OFFENSIVE christians think hilarious turn every innocent joke conservatives tell outrage typical reprobates,OFF
6914,6913.0, would resign boys curious honest question gained perspective yall parted ways serious cuz bad positive receiver,NOT
6915,6914.0, legit lol would OFFENSIVE funny asf,OFF
6916,6915.0, people still trying use alt right tag blanket statement people way associated alt right another reminder pbs exist violent antifa yet antifa many accounts twitter,NOT
6917,6916.0, talking OFFENSIVE control,NOT
6918,6917.0, beto running hard left open borders aggressive OFFENSIVE control socialise medicine raising taxes dem turnout primary k mil outraising cruz though texas rep turnout must show vote november assume neighbor,NOT
6919,6918.0, thank letting us know,NOT
6920,6919.0, comes OFFENSIVE control order make america happy remove OFFENSIVE list conservatives take guns card toting democrats way everybody happy everybody safe,NOT
6921,6920.0, cough nicky haley,NOT
6922,6921.0, OFFENSIVE yeah,OFF
6923,6922.0, organizer rally OFFENSIVE someone someone showed like people show antifa OFFENSIVE lives matter rallies cause OFFENSIVE rioting everywhere go,NOT
6924,6923.0, certainly one amazing hot gorgeous stunning OFFENSIVE flawless woman wow,NOT
6925,6924.0, probably referring fact started henderson apparently OFFENSIVE sturridge apparently finished years ago mean like could possibly win two field,OFF
6926,6925.0, lying public trust anymore,OFF
6927,6926.0, either misinformed shame going shame,OFF
6928,6927.0, another overdose OFFENSIVE,OFF
6929,6928.0, least tombstone letters ripm amp,NOT
6930,6929.0, airplane say woman falls love trek star,NOT
6931,6930.0, libertarian shows ugly divisive two party system liberals actually lot uglier straight men need leave democratic party party men hatred leave,OFF
6932,6931.0, great book leo zagami pope francis last pope details breathtaking OFFENSIVE evil forces controlling OFFENSIVE decades,OFF
6933,6932.0, hate im OFFENSIVE sorry,OFF
6934,6933.0, hear trumpsters crowing liberals loved jane fonda supported draft dodgers grew times war knew fonda gone far wrong supported burned draft cards served,OFF
6935,6934.0, myyy OFFENSIVE,OFF
6936,6935.0, saaaaaaadd,NOT
6937,6936.0, lindsey sean hannity talks echo chamber simply hear journalist news pundit weird conspiratorial agenda supported well crafted partial facts aimed narrow audience really laughable fool trump,OFF
6938,6937.0, basically preaching religious end world people congrats,NOT
6939,6938.0, full blown coup etat going deep state liberals everything try get trump power absolutely ridiculous law,NOT
6940,6939.0, come better nothing agents subscriber cash sell buy cash whatever rate conduit law demand supply play,NOT
6941,6940.0, looks like democrats right side history conservatives always wrong prove otherwise upper east side buck ever eaten applebee,NOT
6942,6941.0, every lie telling happened children guy man clearly believe OFFENSIVE like happened another stall tactic liberals,OFF
6943,6942.0, thinks full OFFENSIVE,OFF
6944,6943.0, political novice outshined corrupt establishment politicians voted ca bought soros afford,NOT
6945,6944.0, need find lady thing OFFENSIVE waiting strike,OFF
6946,6945.0, white antifa ones seen,NOT
6947,6946.0, rssreachesout open everyone really intolerant shame psuedo liberals,OFF
6948,6947.0, good luck,NOT
6949,6948.0, whose twitter interest start food even worthy responding unless professor nutrition food technology,NOT
6950,6949.0, yutz dumber would watered twice week,OFF
6951,6950.0, hey valley guy thanks comment right mark hope liberals amp get serious reversing global warming amp climate change get real issue saving planet amp life note,NOT
6952,6951.0, hollywood filled satanists pedo nerve mock OFFENSIVE conservatives see lowlifes unemployment line,OFF
6953,6952.0, whyrwpreachesracism rwluciferiancult keep saying simply rhetoric people OFFENSIVE definition OFFENSIVE anymore OFFENSIVE conservatives attended public lynchings OFFENSIVE often held public spectacles sunday OFFENSIVE,NOT
6954,6953.0, behind eating profits must hb,NOT
6955,6954.0, antifa calling nazis OFFENSIVE calling kettle OFFENSIVE,NOT
6956,6955.0, hit hr past two years figured never got playing time stl heard supporters notorious slow starter going starting cf next season,NOT
6957,6956.0, people tired virtue signaling wealthy liberals never never know struggles average OFFENSIVE,NOT
6958,6957.0, think fbi original interview scare people feckless congress handle kids gloves demonized media left put oath attempt get truth protected liberals congress,NOT
6959,6958.0, something seem right year long massive shootings talk OFFENSIVE control makes think government behind OFFENSIVE,OFF
6960,6959.0, conservatives twitter oxymoron,NOT
6961,6960.0, lucky,NOT
6962,6961.0, bafoonicus,OFF
6963,6962.0, like nra biased OFFENSIVE control,NOT
6964,6963.0, never going happen million years unless soros hires bunch antifa punks pretend vets,OFF
6965,6964.0, jose ramirez stealing hitting average hitting homer doubles playing good defense definitely blake snell cy young look numbers hes like jacob degrom al,OFF
6966,6965.0, way beyond stunning give word stunning whole new meaning q qanon maga qarmy wwgwga,NOT
6967,6966.0, liking direction going needs make happy couples happiness lives,NOT
6968,6967.0, good morning welcome,NOT
6969,6968.0, OFFENSIVE think acussed mean guilty women accused man man judgekavanaugh voice right clear name needs zipit,OFF
6970,6969.0, liberals,NOT
6971,6970.0, moved goalposts libs group includes blm actually burned neighborhoods antifa specifically merely attempted ca point OFFENSIVE groups burning neighborhoods like blm attempting,NOT
6972,6971.0, today collins back another excuse vote yes disgusting every gop rep see wo stop working common man,OFF
6973,6972.0, good luck,NOT
6974,6973.0, good OFFENSIVE,OFF
6975,6974.0, anyone else think lying opportunist yeah metoo,OFF
6976,6975.0, young responses condescending af personally issue w wire coat hangers used protest b c OFFENSIVE forbid women access safe OFFENSIVE may try method attempt termination esp teen OFFENSIVE,NOT
6977,6976.0, speak paris omg breathe,NOT
6978,6977.0, OFFENSIVE people OFFENSIVE incompetent government puerto rico start mayor stop lying gutierrez,OFF
6979,6978.0, christine ford saying percent sure kavanaugh better know sure waste OFFENSIVE peoples time sure charges th senate committee ask probing questions need answer,NOT
6980,6979.0, news trudeau govt cover oh forget u r OFFENSIVE machine left n liberals,NOT
6981,6980.0, really OFFENSIVE wow,OFF
6982,6981.0, omg perfect,NOT
6983,6982.0, agreed OFFENSIVE guy,NOT
6984,6983.0, political OFFENSIVE texans among liberals conservs r large majorities favor limits campaign spending say high cost campaigning discourages many good candidates running president betoforsenate,NOT
6985,6984.0, trying better person trying save horrible things,NOT
6986,6985.0, dimly remember econ theory might apply chicago guns OFFENSIVE hurt,OFF
6987,6986.0, whataboutism yet another made word used liberals attempt deflect criticism ridiculous hypocrisy,OFF
6988,6987.0, know likely fake profile set get conservatives unhinged nut report get chest,NOT
6989,6988.0, america destroyed president OFFENSIVE democracy sad,OFF
6990,6989.0, wrong criticising muslims seeing british people get away brits get labelled OFFENSIVE fascism blame liberals letting happen,NOT
6991,6990.0, right nd amendment allows liberals guns well,NOT
6992,6991.0, right punish gop two cucks ticket getting conservatives,NOT
6993,6992.0, alex OFFENSIVE beautiful,NOT
6994,6993.0, sure worried give break dana job know u make living pay healthcare etc dirt bags even shower crying OFFENSIVE control try,OFF
6995,6994.0, billy bargain,OFF
6996,6995.0, OFFENSIVE threats thing disgusting party family values says antifa dangerous resistance group kavanaugh family OFFENSIVE threats inquiring minds want know,OFF
6997,6996.0, know good friends siobhan two clp help lot imagine would seem upset lot people constituency,NOT
6998,6997.0, st word rian johnson used regret asked OFFENSIVE rian johnson must thought emotions ben conclude ben regrets rey accept offre fears alone love reylo,NOT
6999,6998.0, hi amy book read list thanks speaking hope well,NOT
7000,6999.0, pleasure thank following back ccot maga walkaway votedemsout trumpsarmy,NOT
7001,7000.0, people defeat maga msaga makesouthafricagreatagain,NOT
7002,7001.0, bit celebrity OFFENSIVE,OFF
7003,7002.0, even antifa mocking,NOT
7004,7003.0, everyone home taking knee nfl,NOT
7005,7004.0, isaac OFFENSIVE tall guy behind dude,OFF
7006,7005.0, british politics brexit general start look like one gigantic benny hill episode may borisjohnson brexiteers corbyn chequers conservatives sympathies fbpe peoplesvote,NOT
7007,7006.0, kamala harris speaks disagrees condescending fashion find gutter like want OFFENSIVE bald headed routinely full unbecoming,NOT
7008,7007.0, sure woman one mostly men throw insults like mean ugly feminist cat women OFFENSIVE envy,OFF
7009,7008.0, prime example walk away movement born democrats nothing sleezy liars decent people democrats stand behind tactics like antifa destroying people lives political reasons democrat years walked away,NOT
7010,7009.0, like players based line offense course used returner receiver der yes indeed lined rb glad made fan sorry expect everyone responds agree,NOT
7011,7010.0, bcashhhhhhhhhhconnectttt,NOT
7012,7011.0, poor triggered snowflake maga,OFF
7013,7012.0, one crazy person,OFF
7014,7013.0, amen,NOT
7015,7014.0, represents conservatives represent,NOT
7016,7015.0, writes vile garbage points comments goes talking mean liberals picking always play victim card bully someone hannity lot,NOT
7017,7016.0, need OFFENSIVE control many mass shootings country thank president clinton leading way great real leadership,NOT
7018,7017.0, besides liberals,NOT
7019,7018.0, antifa scumbag trying explain trump OFFENSIVE trump supporter pr topbuzz,NOT
7020,7019.0, stalker level crazy read anything posted claiming person avi however tell avi also amp tag name woman OFFENSIVE since,NOT
7021,7020.0, conservatives trailer trash party canada,OFF
7022,7021.0, exactly describing like two steps forward three steps back,NOT
7023,7022.0, lpfirsttime comingggg,NOT
7024,7023.0, ashame OFFENSIVE party anything OFFENSIVE control people OFFENSIVE reason ashame OFFENSIVE party anything cop OFFENSIVE republicans trying distract america,OFF
7025,7024.0, lol OFFENSIVE year literally patience sit play game na,NOT
7026,7025.0, kwasia ur shatta wale even career start OFFENSIVE reign album hype seff dey zero release album hype yh vim zero,OFF
7027,7026.0, words cannot express valid,NOT
7028,7027.0, fool denying ones free speech deny free speech,OFF
7029,7028.0, fact checking tweet democrat would expect tweets political candidates ap liberals,NOT
7030,7029.0, breitbart hero sure,NOT
7031,7030.0, rivera OFFENSIVE last one left problems run day OFFENSIVE better,NOT
7032,7031.0, worry college min fame clue,NOT
7033,7032.0, calling still superman long time think wb letting thing road going gear man steel,NOT
7034,7033.0, unfortunately cut dry OFFENSIVE laws vary per state even cities compare chicago extreme OFFENSIVE control new york almost level yet chicago horrible OFFENSIVE OFFENSIVE ny extent OFFENSIVE problem,NOT
7035,7034.0, yesterday,NOT
7036,7035.0, OFFENSIVE sinnfeinn fault well oh right ex hard line republic interested victim would aunt thing bad mouth sinnfeinn shame,NOT
7037,7036.0, love watching replays election night watch media completely let,NOT
7038,7037.0, two words OFFENSIVE control,NOT
7039,7038.0, OFFENSIVE lie,NOT
7040,7039.0, inviting war OFFENSIVE canada parliament ever requested british military intelligence bet told parliament take latest batch war OFFENSIVE vote treason omar,NOT
7041,7040.0, adorable,NOT
7042,7041.0, dang nc fans pay salaries know,NOT
7043,7042.0, guncontrol bulletcontrol california tries new tack OFFENSIVE OFFENSIVE bullet control via,NOT
7044,7043.0, right well said,NOT
7045,7044.0, awesome news,NOT
7046,7045.0, c mon brah go finish mother OFFENSIVE apple cider beer shut OFFENSIVE adults trying fun twitter,OFF
7047,7046.0, OFFENSIVE professor dog always spewing hatred us conservatives going OFFENSIVE rest sleaze bags,OFF
7048,7047.0, hope bankrupt soon,OFF
7049,7048.0, make dark patch history wo repeat evil anti semitism ca count indifference complicity OFFENSIVE millions good people OFFENSIVE europe stand important,NOT
7050,7049.0, strong character strong character anybody bitter sore OFFENSIVE character,OFF
7051,7050.0, scummy human,OFF
7052,7051.0, twitter msn would care millions followers main stream wants full control everyone brain sure shadowed banned saying,NOT
7053,7052.0, nope would,NOT
7054,7053.0, glad teams michelle obama bet,NOT
7055,7054.0, OFFENSIVE hope british labour better OFFENSIVE labor ca see daylight amp conservatives neoliberal tee say see way go december popularist every turn self interest,NOT
7056,7055.0, normalizing,NOT
7057,7056.0, ntknetwork news senate set pass bipartisan bill combat opioids maga prolife,OFF
7058,7057.0, con apparently finds running low,OFF
7059,7058.0, right,NOT
7060,7059.0, expect see lotta yetis wearing maga hats,NOT
7061,7060.0, add maverick goes every reason nerfed iq player player base use however bcoz pl players play game religiously use sudden op whole community,NOT
7062,7061.0, guns second amendment zone ridiculous concealed carry laws daily utah chronicle latest installment nation endless debate OFFENSIVE control recently surfaced university utah campus g,NOT
7063,7062.0, like blm liberals past couple years,NOT
7064,7063.0, needs OFFENSIVE,NOT
7065,7064.0, sure missing irony bojan,NOT
7066,7065.0, still want yo know stairway heaven,NOT
7067,7066.0, boy wonder OFFENSIVE control,NOT
7068,7067.0, would order cohen print money amazing bad dishonest purposefully spreading fake news,OFF
7069,7068.0, funny says mental health counselor yet displayed actions complete paranoid phycho,NOT
7070,7069.0, OFFENSIVE clueless pushing pipe dream fools put office sad foxnews socialismsucks,OFF
7071,7070.0, would well austin blue likely find wiccan folks super conservatives,NOT
7072,7071.0, c back liberals shortsighted aka OFFENSIVE crying wolf favor past future victims OFFENSIVE OFFENSIVE like said OFFENSIVE,OFF
7073,7072.0, caribbros please fix oroshimaru broken teleports spawn lot snakes players spawn one thing onna beat broken glitchy,NOT
7074,7073.0, amazes much synch man commuted prison sentence wonder like,NOT
7075,7074.0, liberals never able grasp consequences example perfect response probably still unable understand though,NOT
7076,7075.0, love insights culture world knew nothing able relate characters unique OFFENSIVE fiction,NOT
7077,7076.0, platform fundamentally restoring america speaker konk u ur lamebrain w gavel,NOT
7078,7077.0, carrey OFFENSIVE man,OFF
7079,7078.0, nahhh,NOT
7080,7079.0, something OFFENSIVE control laws,NOT
7081,7080.0, understood sir nation hunkered commitment help maga OFFENSIVE given stable genius words till bitter end OFFENSIVE speed tziyon shalom con musica lucho OFFENSIVE jazz vocalist amp composer,NOT
7082,7081.0, salute jim carey boycotting movies media,NOT
7083,7082.0, eric holder globalist evil personified,OFF
7084,7083.0, lying leftist,OFF
7085,7084.0, OFFENSIVE threats antifa sitting outside house like republicans scrub social media,OFF
7086,7085.0, gutierrez liar guys good,OFF
7087,7086.0, OFFENSIVE good,NOT
7088,7087.0, remember liberals fought freedom conservatives sided british,NOT
7089,7088.0, hi OFFENSIVE,OFF
7090,7089.0, course strong supporter antifa blm,NOT
7091,7090.0, good lird disgusting representation human,OFF
7092,7091.0, really abs lot defined miss lifting heavy OFFENSIVE weight thank girl,OFF
7093,7092.0, OFFENSIVE lose,OFF
7094,7093.0, romanian,NOT
7095,7094.0, OFFENSIVE love king tulip,NOT
7096,7095.0, lmao call courage courageous act tearing apart say quran claiming kind woman majority hindus still get offended acts matter msm showing days,NOT
7097,7096.0, yes OFFENSIVE women waiting allowed continue slaughtering OFFENSIVE mao stalin OFFENSIVE OFFENSIVE OFFENSIVE liberals pathetic whiney crooked yet say children except OFFENSIVE OFFENSIVE,OFF
7098,7097.0, uns connects fixolas ahha,NOT
7099,7098.0, idea capitalists like competition joke capitalists like nothing government sanctioned monopoly essential public service would spend less time lobbying british government,NOT
7100,7099.0, limousine liberals western feminists much common mutual sanctimony stands see,NOT
7101,7100.0, maybe need OFFENSIVE control lefties handle responsibility,OFF
7102,7101.0, got wee fake tap fae turkey prove loyal,OFF
7103,7102.0, OFFENSIVE people going vote red november save country unamerican dems amp liberals,NOT
7104,7103.0,,NOT
7105,7104.0, unleashed lowliness beginning exorcism evil body OFFENSIVE known leaders OFFENSIVE OFFENSIVE,OFF
7106,7105.0, got woman anatomy model connect crewneck,NOT
7107,7106.0, told group OFFENSIVE amp america controlling us foreign policiy decades using spie OFFENSIVE amp quasi blackmail schemes would believe maga americafirst,OFF
7108,7107.0, OFFENSIVE control mgk diss via OFFENSIVE new em let OFFENSIVE slide playin wit da OFFENSIVE,OFF
7109,7108.0, drew saw marker left hand connected right brain connected left eye saw saw right eye connected left brain saw hammer psyc,OFF
7110,7109.0, OFFENSIVE OFFENSIVE pervert gets nerves,OFF
7111,7110.0, liberals yea whatever,NOT
7112,7111.0, want see corrupt OFFENSIVE gitmo birthday,OFF
7113,7112.0, probably best politician heard long wish illinois,NOT
7114,7113.0, antifa idiots forced use medicare fix broken parts body caused antifa requiring people kindness others pick wheelchairs thrown help ambulance arrived,NOT
7115,7114.0, anita hill wasca liar liar,OFF
7116,7115.0, friend abt hour myrtle beach scared OFFENSIVE,NOT
7117,7116.0, say older may understand anyone believes quite irrelevant asserting,NOT
7118,7117.0, interview important part hiring process selling may come naturally make sure fully prepared tn,NOT
7119,7118.0, develop competitive skills social skills home schooling child complain abt bullying unjust behaviour teachers since super active,OFF
7120,7119.0, americans want form OFFENSIVE control americans want government protect environment americans say immigration good thing amp americans believe hotdogs belong crusts pizzas amp italians like OFFENSIVE,OFF
7121,7120.0, spill sis hehe,NOT
7122,7121.0, truly beautiful unique,NOT
7123,7122.0, mr john kerry potus getting job done spite democrats like groveled iranian mullah tried buy pallets cash amp releasing frozen funds amp obama crooked deal helped fund terrorism worldwide take walk inthe woods w hrc,OFF
7124,7123.0, according gore hurricane hazel trumps fault typhoons cyclones hurricanes trumps fault trump colluded OFFENSIVE defeat hillary true,OFF
7125,7124.0, hope safe,NOT
7126,7125.0, give break,NOT
7127,7126.0, thought vast web OFFENSIVE fact experts global economy happen agree brexit disaster thought,NOT
7128,7127.0, mean OFFENSIVE cousin hate lol,OFF
7129,7128.0, demi od bc arianna grande see pretty,NOT
7130,7129.0, know belongs violent OFFENSIVE antifa party w OFFENSIVE hoods beat total strangers amp funded party violent amp corrupt party trying pour tears amp get us believe heart hard sell anyone including voters,OFF
7131,7130.0, please follow beliw united stand divided fall let continue help president trump maga,NOT
7132,7131.0, touched visa mata raw nerve saying modi thats may block soon wild wet dream pm modi fail get full majority please dont wake dream bhajpaa getting seat,OFF
7133,7132.0, yes simply must politically heaven forbid give liberals due justice,NOT
7134,7133.0, thank yes,NOT
7135,7134.0, dalit OFFENSIVE need remember,OFF
7136,7135.0, liberals ruin everything,NOT
7137,7136.0, bs ford lying everything delaying vote maga confirmkavanaughnow potus,OFF
7138,7137.0, forget trumps fault like colluding make hurricanes worst forgot tell us hurricane also trumps fault,OFF
7139,7138.0, waiting say hokey pokey turn around lol seriously heck,NOT
7140,7139.0, little curious,NOT
7141,7140.0, take picture destroyed one time favorite comedian actors,NOT
7142,7141.0, year today founder sadly passed away mandy devoted life saving animals across OFFENSIVE hope looking us smile knowing continuing work started years ago forever thoughts mandy leigh staff amp trustees,NOT
7143,7142.0, confident trump would never elected,NOT
7144,7143.0, signs sales zombie marketing sales retail style wednesdaywisdom,NOT
7145,7144.0, maintenance screen,NOT
7146,7145.0, hiding child,NOT
7147,7146.0, politically correct speech OFFENSIVE control laws attacks constitution hypocrisy showing,OFF
7148,7147.0, stop talkin urself,NOT
7149,7148.0, advise iran since go guy,NOT
7150,7149.0, hilarious try liberals media lackeys done,NOT
7151,7150.0, bob OFFENSIVE woodward wish ann coulter,NOT
7152,7151.0, grover antifa keeps changing appearance hide government,NOT
7153,7152.0, anyone even care useless pieces sh amp say think,NOT
7154,7153.0, beautiful looks like mona lisa,NOT
