,text,label
4846,gun control stop violence either,NOT
4847,patriachy harmed black men anything antifa social justice trash hotspot,NOT
4848,liberals would story jesus running,NOT
4849,right mind conservatives,OFF
4850,damn felt shit loud lol,OFF
4851,love lau cutest uwu,NOT
4852,getting exactly deserved,NOT
4853,common sense ca bought taught either,NOT
4854,really okay call lynchings long stand comic hmm,NOT
4855,anybody notice,NOT
4856,julieburchill actually mentally ill kid used fill nme face mags vacuous drivel given space grown world courtesy spineless pro brexit eejits pathetic,NOT
4857,hard hearing ar inanimate object ar inherently evil gun control decrease gun violence armed citizens less likely become victims mass shootings holocaust prevented banning ovens,OFF
4858,think made liberals upset,NOT
4859,words ignore democratic vote go way wanted,NOT
4860,knowing abortion stake november mobilizes pro life forces kavanaugh denied makes critical conservatives maintain senate r seats election could blessing,NOT
4861,look tell study right,NOT
4862,another terrorist brought obumer,OFF
4863,good one entirely responsible fallout undermine usa years come,NOT
4864,yes yes melanie boyfriend,NOT
4865,kavanaugh judicial philosophy gun control foolish heartless,NOT
4866,hilarious let puertoricans legalize pot forget problems hurricanemaria thursdaythoughts thursdaymotivation resistance resist maga military veterans tcot thisisamerica,OFF
4867,christian,NOT
4868,open borders bring america dems brainless vote red like life depends kag maga,OFF
4869,sjw liberals sweden feminizing boys genderless schools via,NOT
4870,revolting,NOT
4871,another illegal,OFF
4872,become party sky falling going die sad bunch,OFF
4873,long ago taboo left involved military weapons want military say gun experts push gun control,NOT
4874,bible says thou shalt kill curious u stand gun control u want talk baby killers theres distinction bible gets killed,NOT
4875,q photoshop qanon real though silly liberals tricks kids,OFF
4876,cares deadlier antifa,NOT
4877,yes blind realize,OFF
4878,antifa uc berkeley like,NOT
4879,people like greatest campaign tools conservatives thanks service loonyleft,NOT
4880,djt remember daughter married iranian defends costs coward disgrace thank god dad would world hurt,OFF
4881,believe feinstein upstanding would never hir spy china employee years needs resign trader,NOT
4882,yeah start blogger somehow turned murder fan fiction,OFF
4883,love women like believe women excluding one woman soon yi years old adult reaction significant means hypocrisy,OFF
4884,going need pair running shoes look work sees supporting dumb ass movies anymore walkaway,NOT
4885,drunk equally blame,NOT
4886,tbh started recently thing like mineta whiny,NOT
4887,liberals want hear juanita broderick keith ellison accuser ignored,NOT
4888,felon eric holder rotting prison crimes,NOT
4889,hate say got sides mixed many people beaten killed etc far right radicals hand antifa black lives matter etc,NOT
4890,ya know many ppl pot homes fukn cops trying get buddy murderer,OFF
4891,stop collins someone support woman dr cat london opposing collins end bs needs clean desk go home,NOT
4892,roaming charges good charge foreign fuckers come,OFF
4893,problem taken us back let debate happening today world work going imwithdave lbc,NOT
4894,quite good,NOT
4895,right issue democrats lying american people long lately seems like going crazy head lol,OFF
4896,manga reading,NOT
4897,liberals think guns problem,OFF
4898,gun control even smallest forces policies place firearm use support gun control ca hit target w,NOT
4899,awesome,NOT
4900,friendly,NOT
4901,also understand lot followers maga cult aligned politically,NOT
4902,like fuckin cool hold horses freckles ohhhjhhh god,NOT
4903,would love able afford sexy french au pair poor,NOT
4904,full shit violent crime amp decline decades b gun crime problem state amp local problem amp called common sense gun control law passed federal level fix clueless problem,OFF
4905,definite follow h,NOT
4906,doug flutie would proud,NOT
4907,juan williams called diamond silk minstrel show know,NOT
4908,uncomefortbul miss williams great actor thinks miss williams order said ref rules apply even miss williams turning women bone miss williams order stone wall,OFF
4909,analysis devin nunes explains antifa riots winning washington post,NOT
4910,racist god less population cry put together trump great job cause got white skin ya need hate,OFF
4911,woman uh opponent woman getting ill formed point,NOT
4912,antipo better antifa,NOT
4913,seriously dick unfollowed,NOT
4914,hugs maga,NOT
4915,antifa task force,NOT
4916,actually liberals like waters antifa promote violence,OFF
4917,reading comments dear boy burned alive still talking gun control gosh people,OFF
4918,bravo cnn,NOT
4919,majority daca rd world countries communists activists antifa ofa amp incompatibles w usculture amp felons criminal violence amp participation cult includes kill potus amp destroysovereignusa usconstndem replace w marxist threichnwo tyranny treason,OFF
4920,whole lot deadly bump stock,NOT
4921,richard cephalic clinical,NOT
4922,crazy things liberals blame trump tcot maga rednationrising,OFF
4923,loved house bunny remembering names voice funny family watch mom great recovered addict moderately recovered one counts pot lol good show,NOT
4924,sick everything politicized everything presented right wrong good evil used liberals conservatives viewed generally good people different approaches achieving goal us,NOT
4925,vs antifa know money seriously stupid thing,OFF
4926,suggest get worser jobs want might even office might arguing gay,OFF
4927,boo hoo shu never right side winning,NOT
4928,liberals truly vile,NOT
4929,conservatives cut annual funding build social housing bn today theresa may announced extra bn build social housing spread next years bn cut since instead bn wonder housing crisis,NOT
4930,let play game called spot bot guess account,NOT
4931,ran hid posting ad illegal border crossers soon cbc started shouting racist racist instead standing believes bailed conservatives picked,OFF
4932,forget antifa acorn terrorist obama palled around hahahahahha listen malarkey,OFF
4933,frogs said muzzie terriorist attack,OFF
4934,paid look twitter horrible,NOT
4935,democrats gave birth antifa amp blm,NOT
4936,cool,NOT
4937,gun control work support common sense knife control,NOT
4938,imagine married crazy btch good god,OFF
4939,examples group newsletters created gun control usa groups split partners amp responsible researching amp writing one sections miss ross helped arrange separate pieces make one sheet currentaffairs,NOT
4940,liberals go heads poor leader even poorer advisors,OFF
4941,liberals sunk new low tragic,NOT
4942,appears edited portion antifa talk latest episode like file formal complaint,NOT
4943,well hot lie smile yeah,NOT
4944,wow malloy voterednovember,NOT
4945,term parasite added list fuck terms also includes term widget,OFF
4946,glad mia feeling better,NOT
4947,want keep corrupt amp cushioney jobs thry want go back business usual think,NOT
4948,lol liberal trying make liberals sick maroon,NOT
4949,careful things use kind hit job someone group interview used victimize careful act,NOT
4950,one believes schumer dems nod wink happy obstruct lies swampers thing actual conservatives know actual lie pray liars receive god wrath sad truth justice dead,NOT
4951,choosing heartless politician ancestors country speaks volumes,OFF
4952,divorce everyone says picking side totally trials life great indicators realness people sucks first great everybodytalks,NOT
4953,sanctions used action last resort weapon first choice taking account graph amp,NOT
4954,right unique ability create monsters thin air legislation even created fight phantom menance antifa currently committee,OFF
4955,must read delay kavanaugh vote senate singularly ill equipped assess allegations trump supreme court nominee via postponethevote maga ncpol,NOT
4956,endpc teaching guide portland public schools celebrates islam communists terrorists abortion promotes guncontrol amp transgenders gt endculturalmarxism,OFF
4957,another dem run sanctuary city strict gun control laws ultimate fail,NOT
4958,woman lying according everyone went school except liberals would say anything get rid,NOT
4959,cutie connection authentic,NOT
4960,antifa said sjw honest antifa really justice rider,NOT
4961,something else,NOT
4962,go like seinfeld cancel series hot jk fucking dare better issue plan,OFF
4963,good game like u true super fan sure focused thats going take game hope,NOT
4964,looking hard heads look republican congress,OFF
4965,really sickening issue liberals vicious,OFF
4966,call dog cause dam got bone nigga,OFF
4967,kavanaugh needs stop lying believe woman account credible going able dodge,OFF
4968,two nothing attention seeking whores start talking real issues racial injustice sensible gun control prison reform issues important,OFF
4969,pretty much majority sees,NOT
4970,say russia hackers hmmm,OFF
4971,huge qdrop dump today wwgwga qanon qarmy maga thegreatawakening,NOT
4972,knows dose much time left brought,NOT
4973,morningjoe closer gets monday louder liberals squeal,NOT
4974,exposethetruth ask liberal policies ever quantifiably improved life libs make big promises warn doom conservatives none come true lib agenda neg hate use fear help usa great helps vote family life good ccot,NOT
4975,cory booker democratic party kkk robert byrd pjnet maga trumptrain trumptrain corybooker maga kag keepamericagreat presidenttrump tw,NOT
4976,unfortunately liberals conservative parties leaders fringe parties longer know canadians really think said know house ping pong rhetoric even polls reliable canadians starved clear strong vision mission,NOT
4977,fash lt give away phrase antifa types genuine fascists want close free speech ex muslim nails apologists really providing cover radical islam,NOT
4978,lt god chosen leader ass fuck christian conservatives gt baptist pastor brian kaylor claims sarah huckabee sanders lies defend god chosen leader,OFF
4979,maga first victory lap vote,NOT
4980,wannabe hilary clinton stand woman anything ndp stands believe even dangerous liberals,OFF
4981,opponent resisting better today years ago nj maga walkaway,NOT
4982,u bad bitch lol,OFF
4983,bola crowd according reaction got first night bola,NOT
4984,get mentions stand corrected,NOT
4985,chokes laughing considered excellent work decided car crash certainty trading temporarily close plant next year nichts ist haltbarer als eine tempor l sung,NOT
4986,yeah bitch put back beat sorry asses bears suck blew lead lmaoooo,OFF
4987,saying wants win vote fraud,NOT
4988,liberals without identity politics nothing,NOT
4989,exactly fred guttenberg entire mission gun control amp feinstein anything dollar mission change legislation favor taking guns law abiding americans whole stance political,NOT
4990,know tesco stance gun control,NOT
4991,eyes open aiming liberals want war conservatives best luck snowflake,NOT
4992,sort thing liberals love hate law enforcement,NOT
4993,h years old waiting h,NOT
4994,allowed needs prosecuted,NOT
4995,elaborate think making tax cuts permanent bad idea,NOT
4996,detriment state country republicans refuse govern conservatives campaign mcdaniel may flaws kind fighter need us sick losers gop keeps giving us,OFF
4997,congratulation pun master,NOT
4998,wittle feelwings probably hurt cause knows everything said trump bo era true,NOT
4999,robin williams,NOT
5000,picked fuck,OFF
5001,yes exempted,NOT
5002,picks random conservative issues us try force fit indian narrative next might gun control,NOT
5003,antifa expressly anti nazi nunes identifying nazis,NOT
5004,trump interest caring safety country care gun control far shooting country care selfish person everything,OFF
5005,correct,NOT
5006,imagine tyranny living leftwing tryants waging war us duly elected president american republic gained tyrannical control us supreme court neocon nevertrump crew trying deliver maga,NOT
5007,liberals think world owes living,OFF
5008,dont think would mean trouble dont wish anyone cumm inn,OFF
5009,one always tell dr telling truth mouth moving earth would anyone expect cosy trump,NOT
5010,cant even imagine think would boot craziest reality star time,NOT
5011,stocks record high maga,NOT
5012,one infinite wisdom could predict please,NOT
5013,still bitter deserved better,NOT
5014,believe women even ca even offer specific details women liars know liberals hypocrites try stay consistent least one event,OFF
5015,one way look charge bullshit almost everyone,OFF
5016,l iberals conservatives average less narcissistic compared two political orientations associated different facets narcissism,NOT
5017,fake news,NOT
5018,professional statement irrelevant like hardy done basically identical falls million times anything clearly know nothing bucks says perfectly fine orton said said hurt,NOT
5019,dude hasnt sober day since th grade idc point broken,NOT
5020,watching bentley kept looking crate trained good allowed eat pee shit occasionally play time,OFF
5021,best female tennis player ever arguably great player starting age become less unbeatable,NOT
5022,liberals smh tweeting stupid shit trump order elimination isis obama people think people r murder saved hav killed isis,OFF
5023,voted together crazy bat,OFF
5024,false intrusion constitutional rights honest americans nothing curb violent crime gun control violence law abiding citizen,OFF
5025,one gun lost soul needs jesus christ,OFF
5026,gun laws prevented violence chicago dc laws far strict gun control laws lead deaths innocent people protect criminals,NOT
5027,nigga going next week,OFF
5028,maybe help liberals tds,NOT
5029,bit skeptical past relationships rather challenging clearly best experiences always wants sure,NOT
5030,kamala harris interviewed cbs morning kavanaugh character maga makeamericagreatagain theresistance,NOT
5031,,NOT
5032,days louis winthorpe iii met ophelia,NOT
5033,far away behind goals hampden wembley lot greeting faced people,NOT
5034,finally administration cares legal citizens,NOT
5035,make pinned tweet get home,NOT
5036,faints,NOT
5037,al gore nominated supreme court judge conservatives nerve,OFF
5038,got,NOT
5039,fluffy bastard,OFF
5040,play connie sat woo,NOT
5041,cri evritiem,NOT
5042,beyond absurd ehat flavor kool aide dispensed water cooler groupthinkstinks,NOT
5043,comes pain maga wwgwga,OFF
5044,follow peace twitter avenue amazing,NOT
5045,buy gun amp open carry exert coercive control entire town open carry demonstrator eventually stalked absolutely dynamic wrote,NOT
5046,believe talented matter performs hard put category think,NOT
5047,awful,OFF
5048,chairman young conservatives whilst oxford,NOT
5049,whatever missing point even reached ceiling good enough better th best lg,NOT
5050,unless good accused rapist sitting highest bench land sure female constituents would love hear explain away,OFF
5051,liberals go crazy creationist religious beliefs yet useful insanity disregard science genders male amp female scientific fact man chop breasts babies breastfeeding nazis cruelty,NOT
5052,also say trump never president take bank,NOT
5053,probably staged liberals block kavanaugh,NOT
5054,gotten august let work stuff p c would help lot,NOT
5055,hope able stay league,NOT
5056,president donald j trump brings good maga spygate nobel,NOT
5057,fact latino back trade,NOT
5058,pulling stops holds barred battle tactic strategy usual secular progressive democrat msm archetype country constitution lost conservatives republicans must say mr nice person,NOT
5059,bro cray mehn,NOT
5060,ask know truth hahaha favoritism person unfair,NOT
5061,private life happy life,NOT
5062,buckle democrats liberals shit hit fan fbi doj,OFF
5063,still ca believe years old yes mom gave great genes,NOT
5064,even read article one suggesting trump made claim several links good deeds credited,NOT
5065,must read maga,NOT
5066,appointment commonly know months minimum left nothing else throw suddenly speaks individual antifa supporting liberal collage professor continued,NOT
5067,overheard convo dad talking gov brown like shoot terrible man small child make criminal dad worth liberals need die small child wow sad naive think beliefs dying,NOT
5068,liberals sort mutual masturbation awards show still caring,OFF
5069,awesome takes pictures icon legend pioneer women enjoy,NOT
5070,get busy maga confirmkavanaugh demsdesperate,NOT
5071,least brains fall first place unlike conservatives believe everything handlers feed,OFF
5072,radicalism behind antifa disruptive organizations causing havoc buddy george soros specific accusation bring words political rhetoric nothing clear,NOT
5073,tbere hardly conservatives left california perhaps threats unintelligible robo calls antifa comrades jacked starbucks lucky charms,OFF
5074,jesus inherited sinful genes sinful mary jesus blood commit sin,NOT
5075,platform ok,NOT
5076,conservatives vote fed stupidity,OFF
5077,lt gt gi ng thu n x golden beryl cherish every moment past present future link happyhyunjaeday believe hyunjae day,NOT
5078,congratulations san antonio one year glad working,NOT
5079,awesome,NOT
5080,conservatives,NOT
5081,know oprah winfrey knew play tennis,NOT
5082,exactly think going careful goes around issuing sly theats,NOT
5083,security paid protect trash crazy people,OFF
5084,thank signing shelby poster last night still excited proud big win onetroy gotrojans proudalum,NOT
5085,hate rain parade likely arkansas team beat glad mason great player team beat would competitive c usa,NOT
5086,pivot away china form tpp trump pacific partnership give business asian countries form strong support network outside china ban products china include stolen intellectual property sharing ip business china maga,NOT
5087,lol going jail,OFF
5088,replace chris collins anyone carl paladino tcot maga rednationrising,OFF
5089,really cares wack ass beef,OFF
5090,actually thinking making event gathering local antifa members resistance make voices heard drumpf,NOT
5091,uofgh justice studies assistant program head dr glenn hanna recently took part series interviews cbc radio regarding gun control potential ban handguns assault rifles could mean canada listen interview,NOT
5092,liberals third worlders thank,NOT
5093,maga tax dollars work,OFF
5094,fact called nigger respectfully told preference damn near proves theory,OFF
5095,hi brit notified twitter account placed target lists terrorist lol antifa funny got high profile people like list got random citizens lists notificed,NOT
5096,go back alpha sara report today omega coming truth trust plan maga plan truth,NOT
5097,wait gun control oh wait hoggy boy canada,NOT
5098,pitches right middle one else trouble guy unbelievable playing season line,NOT
5099,state right cali chicago protected many strict gun control laws,OFF
5100,hahaha didnt happen fine,NOT
5101,bad girl bad bad gril,NOT
5102,happy connect wemakeamericagreat,NOT
5103,got big story coming probably next week communist origins antifa hope join us,NOT
5104,fk,NOT
5105,got many newyork liberals moving state see town,NOT
5106,rabid nationalists misled thinking liberals globalists,NOT
5107,three activist judges must conservatives,NOT
5108,save grandfather puerto rico kind cash bc socialist,NOT
5109,thank allowing aboard proudly following maga kag patriots,NOT
5110,lmbo like pelosi thinks important female destriment society real women,OFF
5111,oh tangled web weave first practice deceive give serena looking silly,OFF
5112,looking invest offshore,NOT
5113,almost shot makes expert,NOT
5114,message also going get antifa members killed open carry nuts feel someone trying kill taking gun defend probably face jail whereas someone actively stealing gun,OFF
5115,political theater liberals really stupid believe fbi investigates state crimes especially incidents happened years ago juvenile nothing tactic delay kavanaugh confirmation,NOT
5116,perhaps zeroed problem liberals fruits vegetables unclean,NOT
5117,ridiculous sock puppet accounts apparently marching orders start boycott film lot maga snowflakes thankfully list known sock puppets blocking rest hard,NOT
5118,ca stand looking takeastandnotaknee,NOT
5119,prepared go necessary training background checks able carry concealed firearm,NOT
5120,please get vote republican right ticket pelosi gets back control,NOT
5121,sure cover liberals p v fair amp balanced,NOT
5122,making conservatives sick ca make polling place,OFF
5123,fault never news crews reporting within disaster areas live shots dangerous situations think detrimental viewer could see say weather ca bad,NOT
5124,liberals appreciate sarcasm thought side,NOT
5125,support chief comments would recommend reading excellent true crime book plain sight kaufman county prosecutor murders kathryn casey victims armed da heavily prepared protect gun control,NOT
5126,find offensive know black people feel black african born america want recognition build stuff conservatives cry censorship like rules build house,OFF
5127,time antifa thugs made proscribed organisation cleaned act everyone right protest nobody right extreme violent protest,NOT
5128,ok second thought antifa even thing done think solidarity israel shows somebody denial certain actions israel part,NOT
5129,left care victimize women minorities political gain story different democrat libtards walkaway maga,OFF
5130,protecckaiser fucking sweetheart deserves world godamn,NOT
5131,careful got suspension using meme said gaf mirror,NOT
5132,odd conservatives keep getting exposed child fuckers thats abortion victims,OFF
5133,wow liberals uncivil full hate lickawitch,OFF
5134,yes,NOT
5135,labour friends israel,NOT
5136,explain said true know due process means know anyone goes court crime like affects lives exempt process ridicule,OFF
5137,document women signed know anything accusation sounds cover planned disgrace office hold,OFF
5138,flaky pink hat wearing woman says try police records like tired liberals thinking lie ruin someone life like trump,OFF
5139,good luck dont follow along fascists like resist movement apple google overlords know happened ww rhetoric use put us dont need god see hate spewed antifa wrong,OFF
5140,support fight justice hold responsible accountable hypocrisy beyond moral standard outrage yet hide behind vail gun control leftists propaganda beginning shame,OFF
5141,,OFF
5142,olive love pool green beagle lodge town good girl,NOT
5143,ann smart lady absolutely right buildthewall,NOT
5144,let forget treatment sarah palin california liberals say kavanaugh accuser bullied,NOT
5145,think gun control cannot saving lives proven sure way protect people bad guys guns good guys guns fend,NOT
5146,brandon lewis express,NOT
5147,would someone videoing inside job asking friend hope ok,NOT
5148,sorry say ignorant tweet something without research ones arrested seniors people care enough happening go voices heard,OFF
5149,bias blockers new glasses made maga racists homophobes watch,OFF
5150,coming soros militia intellectual mind behind antifa,NOT
5151,course thanks making point antifa clue fascism,NOT
5152,gutierrez people died puerto rico gutierrez racist hispanic,OFF
5153,nansbabh bitch stfu,OFF
5154,,NOT
5155,th amendment comey mulller half roll duct tape sufficient get sorry sonofabitch away,OFF
5156,love donald trump president usa maga,NOT
5157,sleazy greasy,OFF
5158,please take john harwood pen away incapable unbiased reporting,OFF
5159,shimmmy ok ok ok bitch lmao jk,OFF
5160,many things created right might favorite,NOT
5161,wow beautiful ayumi,NOT
5162,whatever dude want use antifa tactics meet baton riot police,NOT
5163,view exposed crooked hillary omarosa,NOT
5164,u vote liberals amp ndp,NOT
5165,obvious last minute liberal ploy delay confirmation dirty tricks since liberals lost previous election,NOT
5166,crazy freaking liberals,OFF
5167,one punk rock friends nyc always getting weird hate mail posted comments someone used j hope gif course explain love people use gifs clue,NOT
5168,described liberals said president trump unlike obama loves country actions prove growth america destruction,NOT
5169,bohot bohot badhai bhuvan bhai surpassing millionsubscribers milestone one man army first youtuber india jisne apne dum par million subscribers pass kiye hope good news may help father speedy recovery,NOT
5170,global elitists never thought would win like trump america knows truth knows trying help citizens stay strong america knows supports nwo never win,NOT
5171,real disney princess,NOT
5172,fucking serious italian talk father born sicily ridiculous notions idiot think left antifa stands anti fascism dictators right wing,OFF
5173,ironic thing dems hasten demise empowering executioners think monster unleashed turn first maga wwgwga written antifa terrorists,OFF
5174,liar ed always liar people puerto rico lives squalor govt officials hid supplies sent miss reported death toll due hurricane stop lying,OFF
5175,,NOT
5176,reflection meant indeed fucked,OFF
5177,woman responded many attempts contacted whether going show monday testify thought wanted heard sudden,NOT
5178,yep texted call told fired like wtf,NOT
5179,hours midnight said call girl awkward,OFF
5180,hope real person perfect tweet,NOT
5181,austin rogers yay favorite glad seeing,NOT
5182,correction antifa peaceful protesters,NOT
5183,woman funny dont see liberals fighting,NOT
5184,thank everyone supported difficult time express eloquently enough kindness meant family thoughts threats conservatives stake,NOT
5185,point lib playbook turn dust repeating bs,NOT
5186,exactly liberals understand die loved ones,NOT
5187,get shit phone bono never forgive,OFF
5188,know guy girl first definitely un charismatic person ever seen hosting type show,NOT
5189,first thing going,NOT
5190,endless dreg maga gt gt gt gt gt lt lt lt lt lt lt pervert supreme society,OFF
5191,probably dying due dog fumes,NOT
5192,talklikeapirateday uk scurvy pirate plundered swomen state pension chest amp refuse parlay marooned us gold doubloons wormy biscuits sbornwomen sail alongside blast broadside amp make walk plank backto onevoice,NOT
5193,feel like generally principle would use punching taking people good like giving bigger audience welp done f ed would compare antifa stuff mean fact,NOT
5194,happen played sister mom serena beat head tennis racket mommy bake cookies tell sister marginalizing existence,OFF
5195,look shamelessly liberals lie destroy man life,OFF
5196,thing happened australia introduced gun control rename unemployment line gun deaths remove stock market line got graph represents also change,NOT
5197,parkland students joke hijacked sanity gun control freakazoids get go parents let,NOT
5198,left,NOT
5199,thanks advance follow back,NOT
5200,given chance change minds years also another vote win change minds changing minds banned get way,NOT
5201,someone lock nothing bitter twisted old cow,NOT
5202,know lol,NOT
5203,totally disagree never tell way leaning issue gives news asks questions nothing chris wallace shep,NOT
5204,america succeeding president trump,NOT
5205,analysis devin nunes explains antifa riots winning washington post traitor votehimout,NOT
5206,shocking consider country wants smart gun control wild wild west like espouse,OFF
5207,yemen mukalla overrun al qaeda tries gun control places manhood proven carrying weapons,NOT
5208,good,NOT
5209,fucking icon legend genius bitch queen nickidagoat,OFF
5210,awful smug,OFF
5211,ibelievechristine stand behind bravery makes target cruel hideous conservatives anything get kavanaugh sc womenarewatching ai fellas votethemout,NOT
5212,yeah like conservatives synonymous truth telling pleeease,NOT
5213,name conservatives driving dump truck passionate deficits name,NOT
5214,gun control nothing taking away rights long agree stipulations put place,NOT
5215,welcome,NOT
5216,actually seems specific appears cbc saying opposing gun control covering child molestation catholic church wtf,OFF
5217,think impeached maga,NOT
5218,noticed racist media show black players kneeling one every complains,NOT
5219,consider source supreme ass kissing douche bag,OFF
5220,everyone washington including john heinz uncovered corrupt elites like cockroaches running light,OFF
5221,completely unconstitutional state deems criminal therefor relinquished right bear arms right regulate competent skilled enough one driving car,NOT
5222,passes ball keita instead actually shot would discussion anything quite selfless,NOT
5223,crying way williams treated women treated diff court sick detracting women achievements court,NOT
5224,practice squad sign soldier play lt granted would preferred ol made changes,NOT
5225,panic dc sessions sent letter supreme court direction unrecuse wwgwga qanon maga walkaway,NOT
5226,factory workers massacred salt lake city intratec mac nra blames gun control laws,NOT
5227,ego gets way great coach good great several coaches could win talent auburn,NOT
5228,wait dims going preach gun control,NOT
5229,update chuck schumer steamy affair high school cheerleader conf via well someone said must true chickschumer resign kavenaugh thursdaythoughts fridayfeeling demdirtytrick maga resist fbi investigate,OFF
5230,never give never give fight maga,NOT
5231,believe ab would player today without big ben,NOT
5232,liberals full meltdown today fun watch,NOT
5233,dr merck following orders abysmal little pharma troll,OFF
5234,arrogant creep believes god gift politics,OFF
5235,democrats gun control mass shootings data determined fraudulent democrats liars,OFF
5236,think altright going burn jeans next,OFF
5237,welcome incredible bloggers connected,NOT
5238,followed please follow back maga kag redwaverising confirmkavanaugh walkaway follofollo trumptrain,NOT
5239,democrats trying policies gun control try watching news outlets fox,NOT
5240,certainly,NOT
5241,radicalism seriously let see called resist movement gave birth antifa thugs run around trying sow chaos amp stifle free speech created dialogue country addresses division corruption already plaguing country,NOT
5242,want societal dregs take look antifa,NOT
5243,would far cheaper relocate jobless homeless bulgaria property super cheap amp many speak english prefer expensive brexity way governing would way ref non binding call opinion disregard near enough,NOT
5244,fuck daddy,OFF
5245,apparently serena cheating temper tantrum pathway endeavor,NOT
5246,deepstate going maga redwaverising redwave walkawayfromdemocrats walkaway walkawaymarch make viral,OFF
5247,read e,NOT
5248,made smile,NOT
5249,remember liberals called snowflakes conservatives sads hollywood award show,NOT
5250,hope invite antifa good luck amp safe,NOT
5251,shit,OFF
5252,yeah legitamately need better mental health treatment us say replacement stronger gun control,OFF
5253,also cancel school debt stupid ideas far left idea free college bigoted idea wonder conservatives call us elitists going pay technical trade schools book smart crazy,OFF
5254,liberals blame nra blame lunatic ended life innocent individuals,NOT
5255,amp myy brotherr,NOT
5256,ummm last time checked chicago already gun control atrocious gun violence didnt start trump,NOT
5257,gorgeous,NOT
5258,rather buried alive,OFF
5259,incredible leader true hero thank chef,NOT
5260,real american would watch crap,OFF
5261,still good play scared money make money say,NOT
5262,way generous,NOT
5263,move south always lilly white northern country liberals want move could racism,NOT
5264,looking election night make sure twitter,NOT
5265,open case john kerry obama amp knowingly funded terror billion b god bless trump maga kag deepstate full link,OFF
5266,told u wont work another ccp gop collapses becomes rump party liberals grow democratic party splits middle conservative tendency democrats liberal tendency democrats,NOT
5267,right assume telling anything less truth side kavanaugh says hope voters state understand always side consequently always side shame voteblue,NOT
5268,qanon liberals like monkeys throwing shit everything,OFF
5269,husband getting phd physics getting mine chemistry usually get wide eyed recoil clearly says normal humans nothing common followed polite excuse stop talking us,NOT
5270,forgot tag bulletproof bullshit mate got sucked vortex tom drinking koolaid,OFF
5271,people guns get say gun control,OFF
5272,many thanks karel banquet services treating ona student newsroom team sooooo well really appreciate whole team,NOT
5273,authoritarianism terrifying destructive right conservatives authoritarian neo liberals fascism right wing left wing centrist politics privatise profit burdening tax payers risks bad deal centrism unpopular,OFF
5274,bitter barack says,NOT
5275,coached well enough yet whole thing scam delay vote midterm election talking point conservatives make non issue turning record numbers support maga agenda candidates,NOT
5276,never trumper uses brain first time wakes fight maga community waging two years,NOT
5277,omg jin laugh makes wanna laugh whole life adorable,NOT
5278,obama dems passed affordable care without senate majority gun control could happened,NOT
5279,would,NOT
5280,dad idol raising amazing young men,NOT
5281,right convenient time possible wrinkle thrown conservatives dems whined cried stomp feet thrown tantrums rest america may trusted definitely dont theyre lying snakes deserve nothing,NOT
5282,believe,NOT
5283,year ago today cherry oakwood radio hostess went home god,NOT
5284,think ron desantis going probably back pocket nra good luck getting anything done far gun control r seriously need country need tougher background checks least,OFF
5285,black referring group markedly different affluent white people calling ben carson prominent conservative term thinking stuff like antifa n word quite fruitful search,OFF
5286,remember like tried tell hear roy moore accusers anymore running play confirmkavanaugh maga christineblaseyford,NOT
5287,supposed hurt feeling something wait let get year old speed,NOT
5288,going tl saw words sweetheart horribly sad may family find strength,NOT
5289,actually texas red state many liberals move trying ruin things cast aspersions texas liberals cali colorado keep moving,NOT
5290,phony opportunist look millions making gullible people lets see donates millions help hometown oh well people money use money untouchable,OFF
5291,conservatives keep doubling terrible people,OFF
5292,funniest thing easily triggered well ugly,OFF
5293,problem conservatives mix etiquette talent moderation,NOT
5294,bet ford part antifa berkeley gang,OFF
5295,absolutely gorgeous,NOT
5296,candiace trash,OFF
5297,yes,NOT
5298,gt comparing antifa weaklings wwii soldiers,OFF
5299,lmao man oh man thanking drug addict support guy right shes story teller plain simple,NOT
5300,conservatives lied virtues shocked face,NOT
5301,clown,OFF
5302,would say running scared,NOT
5303,carrying dave get,NOT
5304,alternative fact falsehood maga alt gov accounts exist many accounts illegal subverting people runs pays ip address tracking,NOT
5305,democrat supports domestic terror group antifa,NOT
5306,obvious last minute liberal ploy delay confirmation dirty tricks since liberals lost previous election,NOT
5307,ms weaver incorrect aware informed person advocates gun control said want take away weapons semi autos yes better registration yes better background checks yes ms weaver appears bend truth create fear amp chaos,NOT
5308,turn everywhere eb,NOT
5309,soros says,NOT
5310,gorgeous tits killer,OFF
5311,theresa may today announce new longer term partnerships opened ambitious housing associations ground breaking billion initiative first time government offered housing associations long,NOT
5312,bitch together,OFF
5313,whoa bama dismayed michelle obama fans suffer sticker shock price book tour tickets sitroom thelead outfront ac npr pbsnews pbsnewshour tcot tlot maga nyc boston baltimore cleveland chicago milwaukee denver philadelphia la,NOT
5314,least coward like platform donor list berniernation time conservatives right thing,OFF
5315,know good tyr impression fat typo,NOT
5316,antifa anti fascism damn would want america maybe ancestors fought nazis ww,OFF
5317,hmm maybe know see need gun control restraint overly violent tendencies,NOT
5318,integrity trump hating agencies justice works liberals,NOT
5319,disgrace danger imploding remove,OFF
5320,saw mi rosoft sucks translations,OFF
5321,yeah ok sure next time didnt wanna let people know dont go attack ur sure okay,NOT
5322,conservatives freak coffee cups people kneeling social injustice nike shoes etc think conservative needs safe spaces,NOT
